REGION,TECHNOLOGY,YEAR,VALUE
CR,PPWNDON,2033,2353.5
CR,PPWNDON,2034,2353.5
CR,PPWNDON,2035,2353.5
CR,PPWNDON,2036,2353.5
CR,PPWNDON,2037,2353.5
CR,PPWNDON,2038,2353.5
CR,PPWNDON,2039,2353.5
CR,PPWNDON,2040,2353.5
CR,PPWNDON,2041,2353.5
CR,PPWNDON,2042,2353.5
CR,PPWNDON,2043,2353.5
CR,PPWNDON,2044,2353.5
CR,PPWNDON,2045,2353.5
CR,PPWNDON,2046,2353.5
CR,PPWNDON,2047,2353.5
CR,PPWNDON,2048,2353.5
CR,PPWNDON,2049,2353.5
CR,PPWNDON,2050,2353.5
CR,PPPVT,2018,1375.8863
CR,PPPVT,2019,1361.578
CR,PPPVT,2020,1347.2697
CR,PPPVT,2021,1288.484
CR,PPPVT,2022,1229.6982
CR,PPPVT,2023,1170.9124
CR,PPPVT,2024,1112.1266
CR,PPPVT,2025,1053.3408
CR,PPPVT,2026,994.555
CR,PPPVT,2027,935.7692
CR,PPPVT,2028,876.9834
CR,PPPVT,2029,818.1977
CR,PPPVT,2030,759.4119
CR,PPPVT,2031,752.6449
CR,PPPVT,2032,745.8778
CR,PPPVT,2033,739.1108
CR,PPPVT,2034,732.3438
CR,PPPVT,2035,725.5768
CR,PPPVT,2036,718.8098
CR,PPPVT,2037,712.0428
CR,PPPVT,2038,705.2758
CR,PPPVT,2039,698.5088
CR,PPPVT,2040,691.7418
CR,PPPVT,2041,684.9748
CR,PPPVT,2042,678.2077
CR,PPPVT,2043,671.4407
CR,PPPVT,2044,664.6737
CR,PPPVT,2045,657.9067
CR,PPPVT,2046,651.1397
CR,PPPVT,2047,644.3727
CR,PPPVT,2048,637.6057
CR,PPPVT,2049,630.8387
CR,PPPVT,2050,624.0717
CR,PPPVTHYD,2018,1375.8863
CR,PPPVTHYD,2019,1361.578
CR,PPPVTHYD,2020,1347.2697
CR,PPPVTHYD,2021,1288.484
CR,PPPVTHYD,2022,1229.6982
CR,PPPVTHYD,2023,1170.9124
CR,PPPVTHYD,2024,1112.1266
CR,PPPVTHYD,2025,1053.3408
CR,PPPVTHYD,2026,994.555
CR,PPPVTHYD,2027,935.7692
CR,PPPVTHYD,2028,876.9834
CR,PPPVTHYD,2029,818.1977
CR,PPPVTHYD,2030,759.4119
CR,PPPVTHYD,2031,752.6449
CR,PPPVTHYD,2032,745.8778
CR,PPPVTHYD,2033,739.1108
CR,PPPVTHYD,2034,732.3438
CR,PPPVTHYD,2035,725.5768
CR,PPPVTHYD,2036,718.8098
CR,PPPVTHYD,2037,712.0428
CR,PPPVTHYD,2038,705.2758
CR,PPPVTHYD,2039,698.5088
CR,PPPVTHYD,2040,691.7418
CR,PPPVTHYD,2041,684.9748
CR,PPPVTHYD,2042,678.2077
CR,PPPVTHYD,2043,671.4407
CR,PPPVTHYD,2044,664.6737
CR,PPPVTHYD,2045,657.9067
CR,PPPVTHYD,2046,651.1397
CR,PPPVTHYD,2047,644.3727
CR,PPPVTHYD,2048,637.6057
CR,PPPVTHYD,2049,630.8387
CR,PPPVTHYD,2050,624.0717
CR,PPPVTS,2018,2015.886
CR,PPPVTS,2019,2015.886
CR,PPPVTS,2020,2015.886
CR,PPPVTS,2021,1917.7013
CR,PPPVTS,2022,1819.5165
CR,PPPVTS,2023,1721.3317
CR,PPPVTS,2024,1623.147
CR,PPPVTS,2025,1524.9622
CR,PPPVTS,2026,1426.7774
CR,PPPVTS,2027,1328.5926
CR,PPPVTS,2028,1230.4079
CR,PPPVTS,2029,1132.2231
CR,PPPVTS,2030,1034.0383
CR,PPPVTS,2031,1023.7216
CR,PPPVTS,2032,1013.4048
CR,PPPVTS,2033,1003.0881
CR,PPPVTS,2034,992.7713
CR,PPPVTS,2035,982.4546
CR,PPPVTS,2036,972.1379
CR,PPPVTS,2037,961.8211
CR,PPPVTS,2038,951.5044
CR,PPPVTS,2039,941.1876
CR,PPPVTS,2040,930.8709
CR,PPPVTS,2041,920.5541
CR,PPPVTS,2042,910.2374
CR,PPPVTS,2043,899.9206
CR,PPPVTS,2044,889.6039
CR,PPPVTS,2045,879.2871
CR,PPPVTS,2046,868.9704
CR,PPPVTS,2047,858.6536
CR,PPPVTS,2048,848.3369
CR,PPPVTS,2049,838.0202
CR,PPPVTS,2050,827.7034
CR,PPPVD,2018,2836.5486
CR,PPPVD,2019,2773.3436
CR,PPPVD,2020,2710.1387
CR,PPPVD,2021,2539.5327
CR,PPPVD,2022,2368.9266
CR,PPPVD,2023,2198.3206
CR,PPPVD,2024,2027.7146
CR,PPPVD,2025,1857.1086
CR,PPPVD,2026,1686.5025
CR,PPPVD,2027,1515.8965
CR,PPPVD,2028,1345.2905
CR,PPPVD,2029,1174.6845
CR,PPPVD,2030,1004.0785
CR,PPPVD,2031,992.9479
CR,PPPVD,2032,981.8173
CR,PPPVD,2033,970.6868
CR,PPPVD,2034,959.5562
CR,PPPVD,2035,948.4257
CR,PPPVD,2036,937.2951
CR,PPPVD,2037,926.1645
CR,PPPVD,2038,915.034
CR,PPPVD,2039,903.9034
CR,PPPVD,2040,892.7729
CR,PPPVD,2041,881.6423
CR,PPPVD,2042,870.5117
CR,PPPVD,2043,859.3812
CR,PPPVD,2044,848.2506
CR,PPPVD,2045,837.1201
CR,PPPVD,2046,825.9895
CR,PPPVD,2047,814.859
CR,PPPVD,2048,803.7284
CR,PPPVD,2049,792.5978
CR,PPPVD,2050,781.4673
CR,PPPVDS,2018,4157.042
CR,PPPVDS,2019,4106.0774
CR,PPPVDS,2020,4055.1128
CR,PPPVDS,2021,3779.6862
CR,PPPVDS,2022,3505.17
CR,PPPVDS,2023,3231.7013
CR,PPPVDS,2024,2959.4462
CR,PPPVDS,2025,2688.6078
CR,PPPVDS,2026,2419.4375
CR,PPPVDS,2027,2152.2496
CR,PPPVDS,2028,1887.4427
CR,PPPVDS,2029,1625.5301
CR,PPPVDS,2030,1367.1838
CR,PPPVDS,2031,1350.5735
CR,PPPVDS,2032,1333.9697
CR,PPPVDS,2033,1317.3726
CR,PPPVDS,2034,1300.7823
CR,PPPVDS,2035,1284.1992
CR,PPPVDS,2036,1267.6233
CR,PPPVDS,2037,1251.0549
CR,PPPVDS,2038,1234.4941
CR,PPPVDS,2039,1217.9413
CR,PPPVDS,2040,1201.3967
CR,PPPVDS,2041,1184.8604
CR,PPPVDS,2042,1168.3328
CR,PPPVDS,2043,1151.814
CR,PPPVDS,2044,1135.3045
CR,PPPVDS,2045,1118.8044
CR,PPPVDS,2046,1102.314
CR,PPPVDS,2047,1085.8337
CR,PPPVDS,2048,1069.3638
CR,PPPVDS,2049,1052.9046
CR,PPPVDS,2050,1036.4565
CR,PPBIO,2018,2463.28
CR,PPBIO,2019,2463.28
CR,PPBIO,2020,2463.28
CR,PPBIO,2021,2463.28
CR,PPBIO,2022,2463.28
CR,PPBIO,2023,2463.28
CR,PPBIO,2024,2463.28
CR,PPBIO,2025,2463.28
CR,PPBIO,2026,2463.28
CR,PPBIO,2027,2463.28
CR,PPBIO,2028,2463.28
CR,PPBIO,2029,2463.28
CR,PPBIO,2030,2463.28
CR,PPBIO,2031,2463.28
CR,PPBIO,2032,2463.28
CR,PPBIO,2033,2463.28
CR,PPBIO,2034,2463.28
CR,PPBIO,2035,2463.28
CR,PPBIO,2036,2463.28
CR,PPBIO,2037,2463.28
CR,PPBIO,2038,2463.28
CR,PPBIO,2039,2463.28
CR,PPBIO,2040,2463.28
CR,PPBIO,2041,2463.28
CR,PPBIO,2042,2463.28
CR,PPBIO,2043,2463.28
CR,PPBIO,2044,2463.28
CR,PPBIO,2045,2463.28
CR,PPBIO,2046,2463.28
CR,PPBIO,2047,2463.28
CR,PPBIO,2048,2463.28
CR,PPBIO,2049,2463.28
CR,PPBIO,2050,2463.28
CR,PPDSL,2018,1269.78
CR,PPDSL,2019,1269.78
CR,PPDSL,2020,1269.78
CR,PPDSL,2021,1269.78
CR,PPDSL,2022,1269.78
CR,PPDSL,2023,1269.78
CR,PPDSL,2024,1269.78
CR,PPDSL,2025,1269.78
CR,PPDSL,2026,1269.78
CR,PPDSL,2027,1269.78
CR,PPDSL,2028,1269.78
CR,PPDSL,2029,1269.78
CR,PPDSL,2030,1269.78
CR,PPDSL,2031,1269.78
CR,PPDSL,2032,1269.78
CR,PPDSL,2033,1269.78
CR,PPDSL,2034,1269.78
CR,PPDSL,2035,1269.78
CR,PPDSL,2036,1269.78
CR,PPDSL,2037,1269.78
CR,PPDSL,2038,1269.78
CR,PPDSL,2039,1269.78
CR,PPDSL,2040,1269.78
CR,PPDSL,2041,1269.78
CR,PPDSL,2042,1269.78
CR,PPDSL,2043,1269.78
CR,PPDSL,2044,1269.78
CR,PPDSL,2045,1269.78
CR,PPDSL,2046,1269.78
CR,PPDSL,2047,1269.78
CR,PPDSL,2048,1269.78
CR,PPDSL,2049,1269.78
CR,PPDSL,2050,1269.78
CR,PPFOI,2018,4650.33
CR,PPFOI,2019,4650.33
CR,PPFOI,2020,4650.33
CR,PPFOI,2021,4650.33
CR,PPFOI,2022,4650.33
CR,PPFOI,2023,4650.33
CR,PPFOI,2024,4650.33
CR,PPFOI,2025,4650.33
CR,PPFOI,2026,4650.33
CR,PPFOI,2027,4650.33
CR,PPFOI,2028,4650.33
CR,PPFOI,2029,4650.33
CR,PPFOI,2030,4650.33
CR,PPFOI,2031,4650.33
CR,PPFOI,2032,4650.33
CR,PPFOI,2033,4650.33
CR,PPFOI,2034,4650.33
CR,PPFOI,2035,4650.33
CR,PPFOI,2036,4650.33
CR,PPFOI,2037,4650.33
CR,PPFOI,2038,4650.33
CR,PPFOI,2039,4650.33
CR,PPFOI,2040,4650.33
CR,PPFOI,2041,4650.33
CR,PPFOI,2042,4650.33
CR,PPFOI,2043,4650.33
CR,PPFOI,2044,4650.33
CR,PPFOI,2045,4650.33
CR,PPFOI,2046,4650.33
CR,PPFOI,2047,4650.33
CR,PPFOI,2048,4650.33
CR,PPFOI,2049,4650.33
CR,PPFOI,2050,4650.33
CR,ELE_TRANS,2018,29.24
CR,ELE_TRANS,2019,29.24
CR,ELE_TRANS,2020,29.24
CR,ELE_TRANS,2021,29.24
CR,ELE_TRANS,2022,29.24
CR,ELE_TRANS,2023,29.24
CR,ELE_TRANS,2024,29.24
CR,ELE_TRANS,2025,29.24
CR,ELE_TRANS,2026,29.24
CR,ELE_TRANS,2027,29.24
CR,ELE_TRANS,2028,29.24
CR,ELE_TRANS,2029,29.24
CR,ELE_TRANS,2030,29.24
CR,ELE_TRANS,2031,29.24
CR,ELE_TRANS,2032,29.24
CR,ELE_TRANS,2033,29.24
CR,ELE_TRANS,2034,29.24
CR,ELE_TRANS,2035,29.24
CR,ELE_TRANS,2036,29.24
CR,ELE_TRANS,2037,29.24
CR,ELE_TRANS,2038,29.24
CR,ELE_TRANS,2039,29.24
CR,ELE_TRANS,2040,29.24
CR,ELE_TRANS,2041,29.24
CR,ELE_TRANS,2042,29.24
CR,ELE_TRANS,2043,29.24
CR,ELE_TRANS,2044,29.24
CR,ELE_TRANS,2045,29.24
CR,ELE_TRANS,2046,29.24
CR,ELE_TRANS,2047,29.24
CR,ELE_TRANS,2048,29.24
CR,ELE_TRANS,2049,29.24
CR,ELE_TRANS,2050,29.24
CR,ELE_DIST,2018,29.24
CR,ELE_DIST,2019,29.24
CR,ELE_DIST,2020,29.24
CR,ELE_DIST,2021,29.24
CR,ELE_DIST,2022,29.24
CR,ELE_DIST,2023,29.24
CR,ELE_DIST,2024,29.24
CR,ELE_DIST,2025,29.24
CR,ELE_DIST,2026,29.24
CR,ELE_DIST,2027,29.24
CR,ELE_DIST,2028,29.24
CR,ELE_DIST,2029,29.24
CR,ELE_DIST,2030,29.24
CR,ELE_DIST,2031,29.24
CR,ELE_DIST,2032,29.24
CR,ELE_DIST,2033,29.24
CR,ELE_DIST,2034,29.24
CR,ELE_DIST,2035,29.24
CR,ELE_DIST,2036,29.24
CR,ELE_DIST,2037,29.24
CR,ELE_DIST,2038,29.24
CR,ELE_DIST,2039,29.24
CR,ELE_DIST,2040,29.24
CR,ELE_DIST,2041,29.24
CR,ELE_DIST,2042,29.24
CR,ELE_DIST,2043,29.24
CR,ELE_DIST,2044,29.24
CR,ELE_DIST,2045,29.24
CR,ELE_DIST,2046,29.24
CR,ELE_DIST,2047,29.24
CR,ELE_DIST,2048,29.24
CR,ELE_DIST,2049,29.24
CR,ELE_DIST,2050,29.24
CR,HYD_G_PROD,2018,1028.8312
CR,HYD_G_PROD,2019,975.4125
CR,HYD_G_PROD,2020,921.9938
CR,HYD_G_PROD,2021,868.575
CR,HYD_G_PROD,2022,815.1562
CR,HYD_G_PROD,2023,761.7375
CR,HYD_G_PROD,2024,708.3188
CR,HYD_G_PROD,2025,654.9
CR,HYD_G_PROD,2026,644.9455
CR,HYD_G_PROD,2027,634.991
CR,HYD_G_PROD,2028,625.0366
CR,HYD_G_PROD,2029,615.0821
CR,HYD_G_PROD,2030,605.1276
CR,HYD_G_PROD,2031,595.1731
CR,HYD_G_PROD,2032,585.2186
CR,HYD_G_PROD,2033,575.2642
CR,HYD_G_PROD,2034,565.3097
CR,HYD_G_PROD,2035,555.3552
CR,HYD_G_PROD,2036,545.4007
CR,HYD_G_PROD,2037,535.4462
CR,HYD_G_PROD,2038,525.4918
CR,HYD_G_PROD,2039,515.5373
CR,HYD_G_PROD,2040,505.5828
CR,HYD_G_PROD,2041,495.6283
CR,HYD_G_PROD,2042,485.6738
CR,HYD_G_PROD,2043,475.7194
CR,HYD_G_PROD,2044,465.7649
CR,HYD_G_PROD,2045,455.8104
CR,HYD_G_PROD,2046,445.8559
CR,HYD_G_PROD,2047,435.9014
CR,HYD_G_PROD,2048,425.947
CR,HYD_G_PROD,2049,415.9925
CR,HYD_G_PROD,2050,406.038
CR,HYD_DIST,2018,126.8141
CR,HYD_DIST,2019,126.8141
CR,HYD_DIST,2020,126.8141
CR,HYD_DIST,2021,110.9825
CR,HYD_DIST,2022,95.1508
CR,HYD_DIST,2023,79.3192
CR,HYD_DIST,2024,63.4875
CR,HYD_DIST,2025,47.6559
CR,HYD_DIST,2026,45.6289
CR,HYD_DIST,2027,43.6018
CR,HYD_DIST,2028,41.5747
CR,HYD_DIST,2029,39.5477
CR,HYD_DIST,2030,37.5206
CR,HYD_DIST,2031,37.5206
CR,HYD_DIST,2032,37.5206
CR,HYD_DIST,2033,37.5206
CR,HYD_DIST,2034,37.5206
CR,HYD_DIST,2035,37.5206
CR,HYD_DIST,2036,37.5206
CR,HYD_DIST,2037,37.5206
CR,HYD_DIST,2038,37.5206
CR,HYD_DIST,2039,37.5206
CR,HYD_DIST,2040,37.5206
CR,HYD_DIST,2041,37.5206
CR,HYD_DIST,2042,37.5206
CR,HYD_DIST,2043,37.5206
CR,HYD_DIST,2044,37.5206
CR,HYD_DIST,2045,37.5206
CR,HYD_DIST,2046,37.5206
CR,HYD_DIST,2047,37.5206
CR,HYD_DIST,2048,37.5206
CR,HYD_DIST,2049,37.5206
CR,HYD_DIST,2050,37.5206
CR,T4ELE_PUB,2018,322.1145
CR,T4ELE_PUB,2019,322.1145
CR,T4ELE_PUB,2020,322.1145
CR,T4ELE_PUB,2021,322.1145
CR,T4ELE_PUB,2022,322.1145
CR,T4ELE_PUB,2023,322.1145
CR,T4ELE_PUB,2024,322.1145
CR,T4ELE_PUB,2025,222.1267
CR,T4ELE_PUB,2026,222.1267
CR,T4ELE_PUB,2027,222.1267
CR,T4ELE_PUB,2028,222.1267
CR,T4ELE_PUB,2029,222.1267
CR,T4ELE_PUB,2030,160.0337
CR,T4ELE_PUB,2031,160.0337
CR,T4ELE_PUB,2032,160.0337
CR,T4ELE_PUB,2033,160.0337
CR,T4ELE_PUB,2034,160.0337
CR,T4ELE_PUB,2035,160.0337
CR,T4ELE_PUB,2036,160.0337
CR,T4ELE_PUB,2037,160.0337
CR,T4ELE_PUB,2038,160.0337
CR,T4ELE_PUB,2039,160.0337
CR,T4ELE_PUB,2040,160.0337
CR,T4ELE_PUB,2041,160.0337
CR,T4ELE_PUB,2042,160.0337
CR,T4ELE_PUB,2043,160.0337
CR,T4ELE_PUB,2044,160.0337
CR,T4ELE_PUB,2045,160.0337
CR,T4ELE_PUB,2046,160.0337
CR,T4ELE_PUB,2047,160.0337
CR,T4ELE_PUB,2048,160.0337
CR,T4ELE_PUB,2049,160.0337
CR,T4ELE_PUB,2050,160.0337
CR,T4ELE_HEA,2018,70.5992
CR,T4ELE_HEA,2019,70.5992
CR,T4ELE_HEA,2020,70.5992
CR,T4ELE_HEA,2021,70.5992
CR,T4ELE_HEA,2022,70.5992
CR,T4ELE_HEA,2023,70.5992
CR,T4ELE_HEA,2024,70.5992
CR,T4ELE_HEA,2025,48.6844
CR,T4ELE_HEA,2026,48.6844
CR,T4ELE_HEA,2027,48.6844
CR,T4ELE_HEA,2028,48.6844
CR,T4ELE_HEA,2029,48.6844
CR,T4ELE_HEA,2030,35.0753
CR,T4ELE_HEA,2031,35.0753
CR,T4ELE_HEA,2032,35.0753
CR,T4ELE_HEA,2033,35.0753
CR,T4ELE_HEA,2034,35.0753
CR,T4ELE_HEA,2035,35.0753
CR,T4ELE_HEA,2036,35.0753
CR,T4ELE_HEA,2037,35.0753
CR,T4ELE_HEA,2038,35.0753
CR,T4ELE_HEA,2039,35.0753
CR,T4ELE_HEA,2040,35.0753
CR,T4ELE_HEA,2041,35.0753
CR,T4ELE_HEA,2042,35.0753
CR,T4ELE_HEA,2043,35.0753
CR,T4ELE_HEA,2044,35.0753
CR,T4ELE_HEA,2045,35.0753
CR,T4ELE_HEA,2046,35.0753
CR,T4ELE_HEA,2047,35.0753
CR,T4ELE_HEA,2048,35.0753
CR,T4ELE_HEA,2049,35.0753
CR,T4ELE_HEA,2050,35.0753
CR,T4ELE_LIG,2018,70.5992
CR,T4ELE_LIG,2019,70.5992
CR,T4ELE_LIG,2020,70.5992
CR,T4ELE_LIG,2021,70.5992
CR,T4ELE_LIG,2022,70.5992
CR,T4ELE_LIG,2023,70.5992
CR,T4ELE_LIG,2024,70.5992
CR,T4ELE_LIG,2025,48.6844
CR,T4ELE_LIG,2026,48.6844
CR,T4ELE_LIG,2027,48.6844
CR,T4ELE_LIG,2028,48.6844
CR,T4ELE_LIG,2029,48.6844
CR,T4ELE_LIG,2030,35.0753
CR,T4ELE_LIG,2031,35.0753
CR,T4ELE_LIG,2032,35.0753
CR,T4ELE_LIG,2033,35.0753
CR,T4ELE_LIG,2034,35.0753
CR,T4ELE_LIG,2035,35.0753
CR,T4ELE_LIG,2036,35.0753
CR,T4ELE_LIG,2037,35.0753
CR,T4ELE_LIG,2038,35.0753
CR,T4ELE_LIG,2039,35.0753
CR,T4ELE_LIG,2040,35.0753
CR,T4ELE_LIG,2041,35.0753
CR,T4ELE_LIG,2042,35.0753
CR,T4ELE_LIG,2043,35.0753
CR,T4ELE_LIG,2044,35.0753
CR,T4ELE_LIG,2045,35.0753
CR,T4ELE_LIG,2046,35.0753
CR,T4ELE_LIG,2047,35.0753
CR,T4ELE_LIG,2048,35.0753
CR,T4ELE_LIG,2049,35.0753
CR,T4ELE_LIG,2050,35.0753
CR,TRSUVDSL,2018,1332.2259
CR,TRSUVDSL,2019,1332.2259
CR,TRSUVDSL,2020,1776.3012
CR,TRSUVDSL,2021,1537.9231
CR,TRSUVDSL,2022,1331.5351
CR,TRSUVDSL,2023,1331.5351
CR,TRSUVDSL,2024,1331.5351
CR,TRSUVDSL,2025,1331.5351
CR,TRSUVDSL,2026,1331.5351
CR,TRSUVDSL,2027,1331.5351
CR,TRSUVDSL,2028,1331.5351
CR,TRSUVDSL,2029,1331.5351
CR,TRSUVDSL,2030,1331.5351
CR,TRSUVDSL,2031,1331.5351
CR,TRSUVDSL,2032,1331.5351
CR,TRSUVDSL,2033,1331.5351
CR,TRSUVDSL,2034,1331.5351
CR,TRSUVDSL,2035,1331.5351
CR,TRSUVDSL,2036,1331.5351
CR,TRSUVDSL,2037,1331.5351
CR,TRSUVDSL,2038,1331.5351
CR,TRSUVDSL,2039,1331.5351
CR,TRSUVDSL,2040,1331.5351
CR,TRSUVDSL,2041,1331.5351
CR,TRSUVDSL,2042,1331.5351
CR,TRSUVDSL,2043,1331.5351
CR,TRSUVDSL,2044,1331.5351
CR,TRSUVDSL,2045,1331.5351
CR,TRSUVDSL,2046,1331.5351
CR,TRSUVDSL,2047,1331.5351
CR,TRSUVDSL,2048,1331.5351
CR,TRSUVDSL,2049,1331.5351
CR,TRSUVDSL,2050,1331.5351
CR,TRSUVGSL,2018,1332.2259
CR,TRSUVGSL,2019,1332.2259
CR,TRSUVGSL,2020,1776.3012
CR,TRSUVGSL,2021,1537.9231
CR,TRSUVGSL,2022,1331.5351
CR,TRSUVGSL,2023,1331.5351
CR,TRSUVGSL,2024,1331.5351
CR,TRSUVGSL,2025,1331.5351
CR,TRSUVGSL,2026,1331.5351
CR,TRSUVGSL,2027,1331.5351
CR,TRSUVGSL,2028,1331.5351
CR,TRSUVGSL,2029,1331.5351
CR,TRSUVGSL,2030,1331.5351
CR,TRSUVGSL,2031,1331.5351
CR,TRSUVGSL,2032,1331.5351
CR,TRSUVGSL,2033,1331.5351
CR,TRSUVGSL,2034,1331.5351
CR,TRSUVGSL,2035,1331.5351
CR,TRSUVGSL,2036,1331.5351
CR,TRSUVGSL,2037,1331.5351
CR,TRSUVGSL,2038,1331.5351
CR,TRSUVGSL,2039,1331.5351
CR,TRSUVGSL,2040,1331.5351
CR,TRSUVGSL,2041,1331.5351
CR,TRSUVGSL,2042,1331.5351
CR,TRSUVGSL,2043,1331.5351
CR,TRSUVGSL,2044,1331.5351
CR,TRSUVGSL,2045,1331.5351
CR,TRSUVGSL,2046,1331.5351
CR,TRSUVGSL,2047,1331.5351
CR,TRSUVGSL,2048,1331.5351
CR,TRSUVGSL,2049,1331.5351
CR,TRSUVGSL,2050,1331.5351
CR,TRSUVLPG,2018,1864.4947
CR,TRSUVLPG,2019,1864.4947
CR,TRSUVLPG,2020,2485.993
CR,TRSUVLPG,2021,2152.3749
CR,TRSUVLPG,2022,1863.528
CR,TRSUVLPG,2023,1863.528
CR,TRSUVLPG,2024,1863.528
CR,TRSUVLPG,2025,1863.528
CR,TRSUVLPG,2026,1863.528
CR,TRSUVLPG,2027,1863.528
CR,TRSUVLPG,2028,1863.528
CR,TRSUVLPG,2029,1863.528
CR,TRSUVLPG,2030,1863.528
CR,TRSUVLPG,2031,1863.528
CR,TRSUVLPG,2032,1863.528
CR,TRSUVLPG,2033,1863.528
