REGION,TECHNOLOGY,YEAR,VALUE
CR,TRSUVGSL,2040,3.9546414000000003
CR,TRSUVGSL,2041,4.0543416
CR,TRSUVGSL,2042,4.1559399
CR,TRSUVGSL,2043,4.259536199999999
CR,TRSUVGSL,2044,4.3652304
CR,TRSUVGSL,2045,4.4729226
CR,TRSUVGSL,2046,4.5826128
CR,TRSUVGSL,2047,4.694500799999999
CR,TRSUVGSL,2048,4.8083868
CR,TRSUVGSL,2049,4.9244706
CR,TRSUVGSL,2050,5.0425524
CR,TRSUVELE,2018,0.0
CR,TRSUVELE,2019,0.0
CR,TRSUVELE,2020,0.0
CR,TRSUVELE,2021,0.0
CR,TRSUVELE,2022,0.0084915
CR,TRSUVELE,2023,0.0174825
CR,TRSUVELE,2024,0.026972999999999997
CR,TRSUVELE,2025,0.036963
CR,TRSUVELE,2026,0.0474525
CR,TRSUVELE,2027,0.0585414
CR,TRSUVELE,2028,0.07012979999999999
CR,TRSUVELE,2029,0.0822177
CR,TRSUVELE,2030,0.0950049
CR,TRSUVELE,2031,0.1083915
CR,TRSUVELE,2032,0.1223775
CR,TRSUVELE,2033,0.1369629
CR,TRSUVELE,2034,0.15224759999999998
CR,TRSUVELE,2035,0.16823159999999998
CR,TRSUVELE,2036,0.18491489999999997
CR,TRSUVELE,2037,0.20229750000000002
CR,TRSUVELE,2038,0.2204793
CR,TRSUVELE,2039,0.2393604
CR,TRSUVELE,2040,0.2591406
CR,TRSUVELE,2041,0.2796201
CR,TRSUVELE,2042,0.3008988
CR,TRSUVELE,2043,0.3231765
CR,TRSUVELE,2044,0.3462534
CR,TRSUVELE,2045,0.3701295
CR,TRSUVELE,2046,0.39510449999999997
CR,TRSUVELE,2047,0.42087869999999994
CR,TRSUVELE,2048,0.4476519
CR,TRSUVELE,2049,0.47542409999999996
CR,TRSUVELE,2050,0.5042952
CR,TRSEDGSL,2018,9.591498900000001
CR,TRSEDGSL,2019,9.0272637
CR,TRSEDGSL,2020,6.3473463
CR,TRSEDGSL,2021,6.842450700000001
CR,TRSEDGSL,2022,7.8403518
CR,TRSEDGSL,2023,8.0557362
CR,TRSEDGSL,2024,8.277114599999999
CR,TRSEDGSL,2025,8.503388100000002
CR,TRSEDGSL,2026,8.7348564
CR,TRSEDGSL,2027,8.971319699999999
CR,TRSEDGSL,2028,9.2130777
CR,TRSEDGSL,2029,9.4600305
CR,TRSEDGSL,2030,9.7124778
CR,TRSEDGSL,2031,9.9702198
CR,TRSEDGSL,2032,10.233556200000002
CR,TRSEDGSL,2033,10.502487
CR,TRSEDGSL,2034,10.7770122
CR,TRSEDGSL,2035,11.0573316
CR,TRSEDGSL,2036,11.343345300000001
CR,TRSEDGSL,2037,11.635353000000002
CR,TRSEDGSL,2038,11.933354699999999
CR,TRSEDGSL,2039,12.2372505
CR,TRSEDGSL,2040,12.547340100000001
CR,TRSEDGSL,2041,12.863623500000001
CR,TRSEDGSL,2042,13.186100699999997
CR,TRSEDGSL,2043,13.5149715
CR,TRSEDGSL,2044,13.850136000000001
CR,TRSEDGSL,2045,14.191794000000002
CR,TRSEDGSL,2046,14.540045400000002
CR,TRSEDGSL,2047,14.8948902
CR,TRSEDGSL,2048,15.2562285
CR,TRSEDGSL,2049,15.6244599
CR,TRSEDGSL,2050,15.999384599999999
CR,TRSEDELE,2018,0.0
CR,TRSEDELE,2019,0.0
CR,TRSEDELE,2020,0.0
CR,TRSEDELE,2021,0.0
CR,TRSEDELE,2022,0.016883099999999998
CR,TRSEDELE,2023,0.034765199999999996
CR,TRSEDELE,2024,0.0535464
CR,TRSEDELE,2025,0.07332660000000002
CR,TRSEDELE,2026,0.09410580000000002
CR,TRSEDELE,2027,0.11598389999999997
CR,TRSEDELE,2028,0.1389609
CR,TRSEDELE,2029,0.1631367
CR,TRSEDELE,2030,0.1884114
CR,TRSEDELE,2031,0.21488490000000002
CR,TRSEDELE,2032,0.2425572
CR,TRSEDELE,2033,0.2716281
CR,TRSEDELE,2034,0.30189780000000005
CR,TRSEDELE,2035,0.333666
CR,TRSEDELE,2036,0.3667329
CR,TRSEDELE,2037,0.4011984
CR,TRSEDELE,2038,0.4372623
CR,TRSEDELE,2039,0.47472479999999995
CR,TRSEDELE,2040,0.5137856999999999
CR,TRSEDELE,2041,0.554445
CR,TRSEDELE,2042,0.5968026
CR,TRSEDELE,2043,0.6407586
CR,TRSEDELE,2044,0.6865128
CR,TRSEDELE,2045,0.7340652000000001
CR,TRSEDELE,2046,0.7834158000000001
CR,TRSEDELE,2047,0.8346645
CR,TRSEDELE,2048,0.8877113999999999
CR,TRSEDELE,2049,0.9428561999999999
CR,TRSEDELE,2050,0.9999989999999999
CR,TRMOTGSL,2018,3.2679288
CR,TRMOTGSL,2019,3.1708259999999995
CR,TRMOTGSL,2020,2.3908068
CR,TRMOTGSL,2021,2.7638333999999998
CR,TRMOTGSL,2022,3.172824
CR,TRMOTGSL,2023,3.2599367999999997
CR,TRMOTGSL,2024,3.3495470999999997
CR,TRMOTGSL,2025,3.4412553000000004
CR,TRMOTGSL,2026,3.5348616
CR,TRMOTGSL,2027,3.6305658
CR,TRMOTGSL,2028,3.7284678
CR,TRMOTGSL,2029,3.8283678000000005
CR,TRMOTGSL,2030,3.9304656000000002
CR,TRMOTGSL,2031,4.0347612
CR,TRMOTGSL,2032,4.1413545
CR,TRMOTGSL,2033,4.2502455
CR,TRMOTGSL,2034,4.361234399999999
CR,TRMOTGSL,2035,4.4747208
CR,TRMOTGSL,2036,4.590504900000001
CR,TRMOTGSL,2037,4.708586700000001
CR,TRMOTGSL,2038,4.829265899999999
CR,TRMOTGSL,2039,4.9522428
CR,TRMOTGSL,2040,5.0777172
CR,TRMOTGSL,2041,5.2056891
CR,TRMOTGSL,2042,5.3362584
CR,TRMOTGSL,2043,5.4693252
CR,TRMOTGSL,2044,5.6048895
CR,TRMOTGSL,2045,5.7431511
CR,TRMOTGSL,2046,5.88411
CR,TRMOTGSL,2047,6.027666299999999
CR,TRMOTGSL,2048,6.1739199000000005
CR,TRMOTGSL,2049,6.3229707
CR,TRMOTGSL,2050,6.474718800000001
CR,TRBUSDSL,2018,0.43466489999999997
CR,TRBUSDSL,2019,0.4216779
CR,TRBUSDSL,2020,0.31798170000000003
CR,TRBUSDSL,2021,0.3675321000000001
CR,TRBUSDSL,2022,0.42197759999999995
CR,TRBUSDSL,2023,0.433566
CR,TRBUSDSL,2024,0.4453542
CR,TRBUSDSL,2025,0.4576419
CR,TRBUSDSL,2026,0.4700295
CR,TRBUSDSL,2027,0.4828167
CR,TRBUSDSL,2028,0.4958037
CR,TRBUSDSL,2029,0.5090904
CR,TRBUSDSL,2030,0.5226767999999999
CR,TRBUSDSL,2031,0.536463
CR,TRBUSDSL,2032,0.5507487000000001
CR,TRBUSDSL,2033,0.5651343
CR,TRBUSDSL,2034,0.5799195
CR,TRBUSDSL,2035,0.5950044
CR,TRBUSDSL,2036,0.6103890000000001
CR,TRBUSDSL,2037,0.6261732000000001
CR,TRBUSDSL,2038,0.6422571
CR,TRBUSDSL,2039,0.6585408
CR,TRBUSDSL,2040,0.6752241
CR,TRBUSDSL,2041,0.6922071
CR,TRBUSDSL,2042,0.7095897
CR,TRBUSDSL,2043,0.727272
CR,TRBUSDSL,2044,0.745254
CR,TRBUSDSL,2045,0.7637354999999999
CR,TRBUSDSL,2046,0.7825167000000001
CR,TRBUSDSL,2047,0.8015976
CR,TRBUSDSL,2048,0.8209782
CR,TRBUSDSL,2049,0.8408583000000001
CR,TRBUSDSL,2050,0.8609382
CR,TRMBUSDSL,2018,0.3999996
CR,TRMBUSDSL,2019,0.38801160000000007
CR,TRMBUSDSL,2020,0.2925072
CR,TRMBUSDSL,2021,0.33816150000000006
CR,TRMBUSDSL,2022,0.3881115
CR,TRMBUSDSL,2023,0.3989007
CR,TRMBUSDSL,2024,0.4097898
CR,TRMBUSDSL,2025,0.4209786
CR,TRMBUSDSL,2026,0.4324671
CR,TRMBUSDSL,2027,0.4441553999999999
CR,TRMBUSDSL,2028,0.4562433
CR,TRMBUSDSL,2029,0.4683312
CR,TRMBUSDSL,2030,0.48091860000000003
CR,TRMBUSDSL,2031,0.49370580000000003
CR,TRMBUSDSL,2032,0.5066928
CR,TRMBUSDSL,2033,0.5199794999999999
CR,TRMBUSDSL,2034,0.5335659
CR,TRMBUSDSL,2035,0.5475519
CR,TRMBUSDSL,2036,0.5616378000000001
CR,TRMBUSDSL,2037,0.5760234
CR,TRMBUSDSL,2038,0.5909085000000001
CR,TRMBUSDSL,2039,0.6058935
CR,TRMBUSDSL,2040,0.6212781
CR,TRMBUSDSL,2041,0.6368624999999999
CR,TRMBUSDSL,2042,0.6528465
CR,TRMBUSDSL,2043,0.6691302
CR,TRMBUSDSL,2044,0.6858135
CR,TRMBUSDSL,2045,0.7026966
CR,TRMBUSDSL,2046,0.7199793
CR,TRMBUSDSL,2047,0.7374618000000001
CR,TRMBUSDSL,2048,0.7553439
CR,TRMBUSDSL,2049,0.7735257
CR,TRMBUSDSL,2050,0.7922070000000001
CR,TRTAXDSL,2018,0.3307689
CR,TRTAXDSL,2019,0.33796170000000003
CR,TRTAXDSL,2020,0.2548449
CR,TRTAXDSL,2021,0.2946051
CR,TRTAXDSL,2022,0.3381615
CR,TRTAXDSL,2023,0.34745220000000004
CR,TRTAXDSL,2024,0.3570426
CR,TRTAXDSL,2025,0.3667329
CR,TRTAXDSL,2026,0.3768228
CR,TRTAXDSL,2027,0.3870126
CR,TRTAXDSL,2028,0.3974022
CR,TRTAXDSL,2029,0.4080915
CR,TRTAXDSL,2030,0.4188807
CR,TRTAXDSL,2031,0.43006949999999994
CR,TRTAXDSL,2032,0.44135820000000003
CR,TRTAXDSL,2033,0.4530465
CR,TRTAXDSL,2034,0.4648347
CR,TRTAXDSL,2035,0.4769226
CR,TRTAXDSL,2036,0.4893102
CR,TRTAXDSL,2037,0.5018975999999999
CR,TRTAXDSL,2038,0.5146848
CR,TRTAXDSL,2039,0.5278716
CR,TRTAXDSL,2040,0.5411582999999999
CR,TRTAXDSL,2041,0.5548446
CR,TRTAXDSL,2042,0.5687306999999999
CR,TRTAXDSL,2043,0.5829165
CR,TRTAXDSL,2044,0.597402
CR,TRTAXDSL,2045,0.6121872
CR,TRTAXDSL,2046,0.6271722
CR,TRTAXDSL,2047,0.6424569
CR,TRTAXDSL,2048,0.6580413
CR,TRTAXDSL,2049,0.6739253999999999
CR,TRTAXDSL,2050,0.6901092
CR,TRTAXGSL,2018,0.35884079999999996
CR,TRTAXGSL,2019,0.31898069999999995
CR,TRTAXGSL,2020,0.2093904
CR,TRTAXGSL,2021,0.2072925
CR,TRTAXGSL,2022,0.1995003
CR,TRTAXGSL,2023,0.17372610000000002
CR,TRTAXGSL,2024,0.1785213
CR,TRTAXGSL,2025,0.18341640000000003
CR,TRTAXGSL,2026,0.1884114
CR,TRTAXGSL,2027,0.1935063
CR,TRTAXGSL,2028,0.1987011
CR,TRTAXGSL,2029,0.2039958
CR,TRTAXGSL,2030,0.20949030000000002
CR,TRTAXGSL,2031,0.2150847
CR,TRTAXGSL,2032,0.22067910000000002
CR,TRTAXGSL,2033,0.22647330000000004
CR,TRTAXGSL,2034,0.2323674
CR,TRTAXGSL,2035,0.2384613
CR,TRTAXGSL,2036,0.2446551
CR,TRTAXGSL,2037,0.25094879999999997
CR,TRTAXGSL,2038,0.2573424
CR,TRTAXGSL,2039,0.2639358
CR,TRTAXGSL,2040,0.27062909999999996
CR,TRTAXGSL,2041,0.2774223
CR,TRTAXGSL,2042,0.2844153
CR,TRTAXGSL,2043,0.2915082
CR,TRTAXGSL,2044,0.298701
CR,TRTAXGSL,2045,0.3060936
CR,TRTAXGSL,2046,0.3135861
CR,TRTAXGSL,2047,0.32117850000000003
CR,TRTAXGSL,2048,0.3290706
CR,TRTAXGSL,2049,0.33696269999999995
CR,TRTAXGSL,2050,0.3450546
CR,TRYTKDSL,2018,1.8666315
CR,TRYTKDSL,2019,1.8146835000000001
