REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWRCSPECUXX01,2042,999999
GLOBAL,PWRCSPECUXX01,2043,999999
GLOBAL,PWRCSPECUXX01,2044,999999
GLOBAL,PWRCSPECUXX01,2045,999999
GLOBAL,PWRCSPECUXX01,2046,999999
GLOBAL,PWRCSPECUXX01,2047,999999
GLOBAL,PWRCSPECUXX01,2048,999999
GLOBAL,PWRCSPECUXX01,2049,999999
GLOBAL,PWRCSPECUXX01,2050,999999
GLOBAL,PWRSPVCOLXX01,2022,999999
GLOBAL,PWRSPVCOLXX01,2023,999999
GLOBAL,PWRSPVCOLXX01,2024,999999
GLOBAL,PWRSPVCOLXX01,2025,999999
GLOBAL,PWRSPVCOLXX01,2026,999999
GLOBAL,PWRSPVCOLXX01,2027,999999
GLOBAL,PWRSPVCOLXX01,2028,999999
GLOBAL,PWRSPVCOLXX01,2029,999999
GLOBAL,PWRSPVCOLXX01,2030,999999
GLOBAL,PWRSPVCOLXX01,2031,999999
GLOBAL,PWRSPVCOLXX01,2032,999999
GLOBAL,PWRSPVCOLXX01,2033,999999
GLOBAL,PWRSPVCOLXX01,2034,999999
GLOBAL,PWRSPVCOLXX01,2035,999999
GLOBAL,PWRSPVCOLXX01,2036,999999
GLOBAL,PWRSPVCOLXX01,2037,999999
GLOBAL,PWRSPVCOLXX01,2038,999999
GLOBAL,PWRSPVCOLXX01,2039,999999
GLOBAL,PWRSPVCOLXX01,2040,999999
GLOBAL,PWRSPVCOLXX01,2041,999999
GLOBAL,PWRSPVCOLXX01,2042,999999
GLOBAL,PWRSPVCOLXX01,2043,999999
GLOBAL,PWRSPVCOLXX01,2044,999999
GLOBAL,PWRSPVCOLXX01,2045,999999
GLOBAL,PWRSPVCOLXX01,2046,999999
GLOBAL,PWRSPVCOLXX01,2047,999999
GLOBAL,PWRSPVCOLXX01,2048,999999
GLOBAL,PWRSPVCOLXX01,2049,999999
GLOBAL,PWRSPVCOLXX01,2050,999999
GLOBAL,PWRWOFCOLXX01,2022,999999
GLOBAL,PWRWOFCOLXX01,2023,999999
GLOBAL,PWRWOFCOLXX01,2024,999999
GLOBAL,PWRWOFCOLXX01,2025,999999
GLOBAL,PWRWOFCOLXX01,2026,999999
GLOBAL,PWRWOFCOLXX01,2027,999999
GLOBAL,PWRWOFCOLXX01,2028,999999
GLOBAL,PWRWOFCOLXX01,2029,999999
GLOBAL,PWRWOFCOLXX01,2030,999999
GLOBAL,PWRWOFCOLXX01,2031,999999
GLOBAL,PWRWOFCOLXX01,2032,999999
GLOBAL,PWRWOFCOLXX01,2033,999999
GLOBAL,PWRWOFCOLXX01,2034,999999
GLOBAL,PWRWOFCOLXX01,2035,999999
GLOBAL,PWRWOFCOLXX01,2036,999999
GLOBAL,PWRWOFCOLXX01,2037,999999
GLOBAL,PWRWOFCOLXX01,2038,999999
GLOBAL,PWRWOFCOLXX01,2039,999999
GLOBAL,PWRWOFCOLXX01,2040,999999
GLOBAL,PWRWOFCOLXX01,2041,999999
GLOBAL,PWRWOFCOLXX01,2042,999999
GLOBAL,PWRWOFCOLXX01,2043,999999
GLOBAL,PWRWOFCOLXX01,2044,999999
GLOBAL,PWRWOFCOLXX01,2045,999999
GLOBAL,PWRWOFCOLXX01,2046,999999
GLOBAL,PWRWOFCOLXX01,2047,999999
GLOBAL,PWRWOFCOLXX01,2048,999999
GLOBAL,PWRWOFCOLXX01,2049,999999
GLOBAL,PWRWOFCOLXX01,2050,999999
GLOBAL,PWRWOFECUXX01,2022,999999
GLOBAL,PWRWOFECUXX01,2023,999999
GLOBAL,PWRWOFECUXX01,2024,999999
GLOBAL,PWRWOFECUXX01,2025,999999
GLOBAL,PWRWOFECUXX01,2026,999999
GLOBAL,PWRWOFECUXX01,2027,999999
GLOBAL,PWRWOFECUXX01,2028,999999
GLOBAL,PWRWOFECUXX01,2029,999999
GLOBAL,PWRWOFECUXX01,2030,999999
GLOBAL,PWRWOFECUXX01,2031,999999
GLOBAL,PWRWOFECUXX01,2032,999999
GLOBAL,PWRWOFECUXX01,2033,999999
GLOBAL,PWRWOFECUXX01,2034,999999
GLOBAL,PWRWOFECUXX01,2035,999999
GLOBAL,PWRWOFECUXX01,2036,999999
GLOBAL,PWRWOFECUXX01,2037,999999
GLOBAL,PWRWOFECUXX01,2038,999999
GLOBAL,PWRWOFECUXX01,2039,999999
GLOBAL,PWRWOFECUXX01,2040,999999
GLOBAL,PWRWOFECUXX01,2041,999999
GLOBAL,PWRWOFECUXX01,2042,999999
GLOBAL,PWRWOFECUXX01,2043,999999
GLOBAL,PWRWOFECUXX01,2044,999999
GLOBAL,PWRWOFECUXX01,2045,999999
GLOBAL,PWRWOFECUXX01,2046,999999
GLOBAL,PWRWOFECUXX01,2047,999999
GLOBAL,PWRWOFECUXX01,2048,999999
GLOBAL,PWRWOFECUXX01,2049,999999
GLOBAL,PWRWOFECUXX01,2050,999999
GLOBAL,PWRWONCOLXX01,2022,999999
GLOBAL,PWRWONCOLXX01,2023,999999
GLOBAL,PWRWONCOLXX01,2024,999999
GLOBAL,PWRWONCOLXX01,2025,999999
GLOBAL,PWRWONCOLXX01,2026,999999
GLOBAL,PWRWONCOLXX01,2027,999999
GLOBAL,PWRWONCOLXX01,2028,999999
GLOBAL,PWRWONCOLXX01,2029,999999
GLOBAL,PWRWONCOLXX01,2030,999999
GLOBAL,PWRWONCOLXX01,2031,999999
GLOBAL,PWRWONCOLXX01,2032,999999
GLOBAL,PWRWONCOLXX01,2033,999999
GLOBAL,PWRWONCOLXX01,2034,999999
GLOBAL,PWRWONCOLXX01,2035,999999
GLOBAL,PWRWONCOLXX01,2036,999999
GLOBAL,PWRWONCOLXX01,2037,999999
GLOBAL,PWRWONCOLXX01,2038,999999
GLOBAL,PWRWONCOLXX01,2039,999999
GLOBAL,PWRWONCOLXX01,2040,999999
GLOBAL,PWRWONCOLXX01,2041,999999
GLOBAL,PWRWONCOLXX01,2042,999999
GLOBAL,PWRWONCOLXX01,2043,999999
GLOBAL,PWRWONCOLXX01,2044,999999
GLOBAL,PWRWONCOLXX01,2045,999999
GLOBAL,PWRWONCOLXX01,2046,999999
GLOBAL,PWRWONCOLXX01,2047,999999
GLOBAL,PWRWONCOLXX01,2048,999999
GLOBAL,PWRWONCOLXX01,2049,999999
GLOBAL,PWRWONCOLXX01,2050,999999
GLOBAL,PWRHYDECUXX01,2022,999999
GLOBAL,PWRHYDECUXX01,2023,999999
GLOBAL,PWRHYDECUXX01,2024,999999
GLOBAL,PWRHYDECUXX01,2025,999999
GLOBAL,PWRHYDECUXX01,2026,999999
GLOBAL,PWRHYDECUXX01,2027,999999
GLOBAL,PWRHYDECUXX01,2028,999999
GLOBAL,PWRHYDECUXX01,2029,999999
GLOBAL,PWRHYDECUXX01,2030,999999
GLOBAL,PWRHYDECUXX01,2031,999999
GLOBAL,PWRHYDECUXX01,2032,999999
GLOBAL,PWRHYDECUXX01,2033,999999
GLOBAL,PWRHYDECUXX01,2034,999999
GLOBAL,PWRHYDECUXX01,2035,999999
GLOBAL,PWRHYDECUXX01,2036,999999
GLOBAL,PWRHYDECUXX01,2037,999999
GLOBAL,PWRHYDECUXX01,2038,999999
GLOBAL,PWRHYDECUXX01,2039,999999
GLOBAL,PWRHYDECUXX01,2040,999999
GLOBAL,PWRHYDECUXX01,2041,999999
GLOBAL,PWRHYDECUXX01,2042,999999
GLOBAL,PWRHYDECUXX01,2043,999999
GLOBAL,PWRHYDECUXX01,2044,999999
GLOBAL,PWRHYDECUXX01,2045,999999
GLOBAL,PWRHYDECUXX01,2046,999999
GLOBAL,PWRHYDECUXX01,2047,999999
GLOBAL,PWRHYDECUXX01,2048,999999
GLOBAL,PWRHYDECUXX01,2049,999999
GLOBAL,PWRHYDECUXX01,2050,999999
GLOBAL,PWRGEOECUXX01,2022,999999
GLOBAL,PWRGEOECUXX01,2023,999999
GLOBAL,PWRGEOECUXX01,2024,999999
GLOBAL,PWRGEOECUXX01,2025,999999
GLOBAL,PWRGEOECUXX01,2026,999999
GLOBAL,PWRGEOECUXX01,2027,999999
GLOBAL,PWRGEOECUXX01,2028,999999
GLOBAL,PWRGEOECUXX01,2029,999999
GLOBAL,PWRGEOECUXX01,2030,999999
GLOBAL,PWRGEOECUXX01,2031,999999
GLOBAL,PWRGEOECUXX01,2032,999999
GLOBAL,PWRGEOECUXX01,2033,999999
GLOBAL,PWRGEOECUXX01,2034,999999
GLOBAL,PWRGEOECUXX01,2035,999999
GLOBAL,PWRGEOECUXX01,2036,999999
GLOBAL,PWRGEOECUXX01,2037,999999
GLOBAL,PWRGEOECUXX01,2038,999999
GLOBAL,PWRGEOECUXX01,2039,999999
GLOBAL,PWRGEOECUXX01,2040,999999
GLOBAL,PWRGEOECUXX01,2041,999999
GLOBAL,PWRGEOECUXX01,2042,999999
GLOBAL,PWRGEOECUXX01,2043,999999
GLOBAL,PWRGEOECUXX01,2044,999999
GLOBAL,PWRGEOECUXX01,2045,999999
GLOBAL,PWRGEOECUXX01,2046,999999
GLOBAL,PWRGEOECUXX01,2047,999999
GLOBAL,PWRGEOECUXX01,2048,999999
GLOBAL,PWRGEOECUXX01,2049,999999
GLOBAL,PWRGEOECUXX01,2050,999999
GLOBAL,PWRSPVECUXX01,2022,999999
GLOBAL,PWRSPVECUXX01,2023,999999
GLOBAL,PWRSPVECUXX01,2024,999999
GLOBAL,PWRSPVECUXX01,2025,999999
GLOBAL,PWRSPVECUXX01,2026,999999
GLOBAL,PWRSPVECUXX01,2027,999999
GLOBAL,PWRSPVECUXX01,2028,999999
GLOBAL,PWRSPVECUXX01,2029,999999
GLOBAL,PWRSPVECUXX01,2030,999999
GLOBAL,PWRSPVECUXX01,2031,999999
GLOBAL,PWRSPVECUXX01,2032,999999
GLOBAL,PWRSPVECUXX01,2033,999999
GLOBAL,PWRSPVECUXX01,2034,999999
GLOBAL,PWRSPVECUXX01,2035,999999
GLOBAL,PWRSPVECUXX01,2036,999999
GLOBAL,PWRSPVECUXX01,2037,999999
GLOBAL,PWRSPVECUXX01,2038,999999
GLOBAL,PWRSPVECUXX01,2039,999999
GLOBAL,PWRSPVECUXX01,2040,999999
GLOBAL,PWRSPVECUXX01,2041,999999
GLOBAL,PWRSPVECUXX01,2042,999999
GLOBAL,PWRSPVECUXX01,2043,999999
GLOBAL,PWRSPVECUXX01,2044,999999
GLOBAL,PWRSPVECUXX01,2045,999999
GLOBAL,PWRSPVECUXX01,2046,999999
GLOBAL,PWRSPVECUXX01,2047,999999
GLOBAL,PWRSPVECUXX01,2048,999999
GLOBAL,PWRSPVECUXX01,2049,999999
GLOBAL,PWRSPVECUXX01,2050,999999
GLOBAL,PWRWONECUXX01,2022,999999
GLOBAL,PWRWONECUXX01,2023,999999
GLOBAL,PWRWONECUXX01,2024,999999
GLOBAL,PWRWONECUXX01,2025,999999
GLOBAL,PWRWONECUXX01,2026,999999
GLOBAL,PWRWONECUXX01,2027,999999
GLOBAL,PWRWONECUXX01,2028,999999
GLOBAL,PWRWONECUXX01,2029,999999
GLOBAL,PWRWONECUXX01,2030,999999
GLOBAL,PWRWONECUXX01,2031,999999
GLOBAL,PWRWONECUXX01,2032,999999
GLOBAL,PWRWONECUXX01,2033,999999
GLOBAL,PWRWONECUXX01,2034,999999
GLOBAL,PWRWONECUXX01,2035,999999
GLOBAL,PWRWONECUXX01,2036,999999
GLOBAL,PWRWONECUXX01,2037,999999
GLOBAL,PWRWONECUXX01,2038,999999
GLOBAL,PWRWONECUXX01,2039,999999
GLOBAL,PWRWONECUXX01,2040,999999
GLOBAL,PWRWONECUXX01,2041,999999
GLOBAL,PWRWONECUXX01,2042,999999
GLOBAL,PWRWONECUXX01,2043,999999
GLOBAL,PWRWONECUXX01,2044,999999
GLOBAL,PWRWONECUXX01,2045,999999
GLOBAL,PWRWONECUXX01,2046,999999
GLOBAL,PWRWONECUXX01,2047,999999
GLOBAL,PWRWONECUXX01,2048,999999
GLOBAL,PWRWONECUXX01,2049,999999
GLOBAL,PWRWONECUXX01,2050,999999
GLOBAL,PWRCOAECUXX01,2022,999999
GLOBAL,PWRCOAECUXX01,2023,999999
GLOBAL,PWRCOAECUXX01,2024,999999
GLOBAL,PWRCOAECUXX01,2025,999999
GLOBAL,PWRCOAECUXX01,2026,999999
GLOBAL,PWRCOAECUXX01,2027,999999
GLOBAL,PWRCOAECUXX01,2028,999999
GLOBAL,PWRCOAECUXX01,2029,999999
GLOBAL,PWRCOAECUXX01,2030,999999
GLOBAL,PWRCOAECUXX01,2031,999999
GLOBAL,PWRCOAECUXX01,2032,999999
GLOBAL,PWRCOAECUXX01,2033,999999
GLOBAL,PWRCOAECUXX01,2034,999999
GLOBAL,PWRCOAECUXX01,2035,999999
GLOBAL,PWRCOAECUXX01,2036,999999
GLOBAL,PWRCOAECUXX01,2037,999999
GLOBAL,PWRCOAECUXX01,2038,999999
GLOBAL,PWRCOAECUXX01,2039,999999
GLOBAL,PWRCOAECUXX01,2040,999999
GLOBAL,PWRCOAECUXX01,2041,999999
GLOBAL,PWRCOAECUXX01,2042,999999
GLOBAL,PWRCOAECUXX01,2043,999999
GLOBAL,PWRCOAECUXX01,2044,999999
GLOBAL,PWRCOAECUXX01,2045,999999
GLOBAL,PWRCOAECUXX01,2046,999999
GLOBAL,PWRCOAECUXX01,2047,999999
GLOBAL,PWRCOAECUXX01,2048,999999
GLOBAL,PWRCOAECUXX01,2049,999999
GLOBAL,PWRCOAECUXX01,2050,999999
GLOBAL,PWRNGSECUXX01,2022,999999
GLOBAL,PWRNGSECUXX01,2023,999999
GLOBAL,PWRNGSECUXX01,2024,999999
GLOBAL,PWRNGSECUXX01,2025,999999
GLOBAL,PWRNGSECUXX01,2026,999999
GLOBAL,PWRNGSECUXX01,2027,999999
GLOBAL,PWRNGSECUXX01,2028,999999
GLOBAL,PWRNGSECUXX01,2029,999999
GLOBAL,PWRNGSECUXX01,2030,999999
GLOBAL,PWRNGSECUXX01,2031,999999
GLOBAL,PWRNGSECUXX01,2032,999999
GLOBAL,PWRNGSECUXX01,2033,999999
GLOBAL,PWRNGSECUXX01,2034,999999
GLOBAL,PWRNGSECUXX01,2035,999999
GLOBAL,PWRNGSECUXX01,2036,999999
GLOBAL,PWRNGSECUXX01,2037,999999
GLOBAL,PWRNGSECUXX01,2038,999999
GLOBAL,PWRNGSECUXX01,2039,999999
GLOBAL,PWRNGSECUXX01,2040,999999
GLOBAL,PWRNGSECUXX01,2041,999999
GLOBAL,PWRNGSECUXX01,2042,999999
GLOBAL,PWRNGSECUXX01,2043,999999
GLOBAL,PWRNGSECUXX01,2044,999999
GLOBAL,PWRNGSECUXX01,2045,999999
GLOBAL,PWRNGSECUXX01,2046,999999
GLOBAL,PWRNGSECUXX01,2047,999999
GLOBAL,PWRNGSECUXX01,2048,999999
GLOBAL,PWRNGSECUXX01,2049,999999
GLOBAL,PWRNGSECUXX01,2050,999999
GLOBAL,PWRPETECUXX01,2022,999999
GLOBAL,PWRPETECUXX01,2023,999999
GLOBAL,PWRPETECUXX01,2024,999999
GLOBAL,PWRPETECUXX01,2025,999999
GLOBAL,PWRPETECUXX01,2026,999999
GLOBAL,PWRPETECUXX01,2027,999999
GLOBAL,PWRPETECUXX01,2028,999999
GLOBAL,PWRPETECUXX01,2029,999999
GLOBAL,PWRPETECUXX01,2030,999999
GLOBAL,PWRPETECUXX01,2031,999999
GLOBAL,PWRPETECUXX01,2032,999999
GLOBAL,PWRPETECUXX01,2033,999999
GLOBAL,PWRPETECUXX01,2034,999999
GLOBAL,PWRPETECUXX01,2035,999999
GLOBAL,PWRPETECUXX01,2036,999999
GLOBAL,PWRPETECUXX01,2037,999999
GLOBAL,PWRPETECUXX01,2038,999999
GLOBAL,PWRPETECUXX01,2039,999999
GLOBAL,PWRPETECUXX01,2040,999999
GLOBAL,PWRPETECUXX01,2041,999999
GLOBAL,PWRPETECUXX01,2042,999999
GLOBAL,PWRPETECUXX01,2043,999999
GLOBAL,PWRPETECUXX01,2044,999999
GLOBAL,PWRPETECUXX01,2045,999999
GLOBAL,PWRPETECUXX01,2046,999999
GLOBAL,PWRPETECUXX01,2047,999999
GLOBAL,PWRPETECUXX01,2048,999999
GLOBAL,PWRPETECUXX01,2049,999999
GLOBAL,PWRPETECUXX01,2050,999999
GLOBAL,PWRDSLECUXX01,2022,999999
GLOBAL,PWRDSLECUXX01,2023,999999
GLOBAL,PWRDSLECUXX01,2024,999999
GLOBAL,PWRDSLECUXX01,2025,999999
GLOBAL,PWRDSLECUXX01,2026,999999
GLOBAL,PWRDSLECUXX01,2027,999999
GLOBAL,PWRDSLECUXX01,2028,999999
GLOBAL,PWRDSLECUXX01,2029,999999
GLOBAL,PWRDSLECUXX01,2030,999999
GLOBAL,PWRDSLECUXX01,2031,999999
GLOBAL,PWRDSLECUXX01,2032,999999
GLOBAL,PWRDSLECUXX01,2033,999999
GLOBAL,PWRDSLECUXX01,2034,999999
GLOBAL,PWRDSLECUXX01,2035,999999
GLOBAL,PWRDSLECUXX01,2036,999999
GLOBAL,PWRDSLECUXX01,2037,999999
GLOBAL,PWRDSLECUXX01,2038,999999
GLOBAL,PWRDSLECUXX01,2039,999999
GLOBAL,PWRDSLECUXX01,2040,999999
GLOBAL,PWRDSLECUXX01,2041,999999
GLOBAL,PWRDSLECUXX01,2042,999999
GLOBAL,PWRDSLECUXX01,2043,999999
GLOBAL,PWRDSLECUXX01,2044,999999
GLOBAL,PWRDSLECUXX01,2045,999999
GLOBAL,PWRDSLECUXX01,2046,999999
GLOBAL,PWRDSLECUXX01,2047,999999
GLOBAL,PWRDSLECUXX01,2048,999999
GLOBAL,PWRDSLECUXX01,2049,999999
GLOBAL,PWRDSLECUXX01,2050,999999
GLOBAL,PWRBIOECUXX01,2022,999999
GLOBAL,PWRBIOECUXX01,2023,999999
GLOBAL,PWRBIOECUXX01,2024,999999
GLOBAL,PWRBIOECUXX01,2025,999999
GLOBAL,PWRBIOECUXX01,2026,999999
GLOBAL,PWRBIOECUXX01,2027,999999
GLOBAL,PWRBIOECUXX01,2028,999999
GLOBAL,PWRBIOECUXX01,2029,999999
GLOBAL,PWRBIOECUXX01,2030,999999
GLOBAL,PWRBIOECUXX01,2031,999999
GLOBAL,PWRBIOECUXX01,2032,999999
GLOBAL,PWRBIOECUXX01,2033,999999
GLOBAL,PWRBIOECUXX01,2034,999999
GLOBAL,PWRBIOECUXX01,2035,999999
GLOBAL,PWRBIOECUXX01,2036,999999
GLOBAL,PWRBIOECUXX01,2037,999999
GLOBAL,PWRBIOECUXX01,2038,999999
GLOBAL,PWRBIOECUXX01,2039,999999
GLOBAL,PWRBIOECUXX01,2040,999999
GLOBAL,PWRBIOECUXX01,2041,999999
GLOBAL,PWRBIOECUXX01,2042,999999
GLOBAL,PWRBIOECUXX01,2043,999999
GLOBAL,PWRBIOECUXX01,2044,999999
GLOBAL,PWRBIOECUXX01,2045,999999
GLOBAL,PWRBIOECUXX01,2046,999999
GLOBAL,PWRBIOECUXX01,2047,999999
GLOBAL,PWRBIOECUXX01,2048,999999
GLOBAL,PWRBIOECUXX01,2049,999999
GLOBAL,PWRBIOECUXX01,2050,999999
GLOBAL,PWRWASECUXX01,2022,999999
GLOBAL,PWRWASECUXX01,2023,999999
GLOBAL,PWRWASECUXX01,2024,999999
GLOBAL,PWRWASECUXX01,2025,999999
GLOBAL,PWRWASECUXX01,2026,999999
GLOBAL,PWRWASECUXX01,2027,999999
GLOBAL,PWRWASECUXX01,2028,999999
GLOBAL,PWRWASECUXX01,2029,999999
GLOBAL,PWRWASECUXX01,2030,999999
GLOBAL,PWRWASECUXX01,2031,999999
GLOBAL,PWRWASECUXX01,2032,999999
GLOBAL,PWRWASECUXX01,2033,999999
GLOBAL,PWRWASECUXX01,2034,999999
GLOBAL,PWRWASECUXX01,2035,999999
GLOBAL,PWRWASECUXX01,2036,999999
GLOBAL,PWRWASECUXX01,2037,999999
GLOBAL,PWRWASECUXX01,2038,999999
GLOBAL,PWRWASECUXX01,2039,999999
GLOBAL,PWRWASECUXX01,2040,999999
GLOBAL,PWRWASECUXX01,2041,999999
GLOBAL,PWRWASECUXX01,2042,999999
GLOBAL,PWRWASECUXX01,2043,999999
GLOBAL,PWRWASECUXX01,2044,999999
GLOBAL,PWRWASECUXX01,2045,999999
GLOBAL,PWRWASECUXX01,2046,999999
GLOBAL,PWRWASECUXX01,2047,999999
GLOBAL,PWRWASECUXX01,2048,999999
GLOBAL,PWRWASECUXX01,2049,999999
GLOBAL,PWRWASECUXX01,2050,999999
GLOBAL,PWRFOIECUXX01,2022,999999
GLOBAL,PWRFOIECUXX01,2023,999999
GLOBAL,PWRFOIECUXX01,2024,999999
GLOBAL,PWRFOIECUXX01,2025,999999
GLOBAL,PWRFOIECUXX01,2026,999999
GLOBAL,PWRFOIECUXX01,2027,999999
GLOBAL,PWRFOIECUXX01,2028,999999
GLOBAL,PWRFOIECUXX01,2029,999999
GLOBAL,PWRFOIECUXX01,2030,999999
GLOBAL,PWRFOIECUXX01,2031,999999
GLOBAL,PWRFOIECUXX01,2032,999999
GLOBAL,PWRFOIECUXX01,2033,999999
GLOBAL,PWRFOIECUXX01,2034,999999
GLOBAL,PWRFOIECUXX01,2035,999999
GLOBAL,PWRFOIECUXX01,2036,999999
GLOBAL,PWRFOIECUXX01,2037,999999
GLOBAL,PWRFOIECUXX01,2038,999999
GLOBAL,PWRFOIECUXX01,2039,999999
GLOBAL,PWRFOIECUXX01,2040,999999
GLOBAL,PWRFOIECUXX01,2041,999999
GLOBAL,PWRFOIECUXX01,2042,999999
GLOBAL,PWRFOIECUXX01,2043,999999
GLOBAL,PWRFOIECUXX01,2044,999999
GLOBAL,PWRFOIECUXX01,2045,999999
GLOBAL,PWRFOIECUXX01,2046,999999
GLOBAL,PWRFOIECUXX01,2047,999999
GLOBAL,PWRFOIECUXX01,2048,999999
GLOBAL,PWRFOIECUXX01,2049,999999
GLOBAL,PWRFOIECUXX01,2050,999999
